aggregated_time,vm_value,is_anomaly
10/08/2020 00:33:10,1737.38,FALSE
10/08/2020 00:33:09,1566.65,FALSE
10/08/2020 00:33:08,1715.66,FALSE
10/08/2020 00:33:07,1281.13,FALSE
10/08/2020 00:33:06,1672.00,FALSE
10/08/2020 00:33:05,1177.10,FALSE
10/08/2020 00:33:05,1522.67,FALSE
10/08/2020 00:33:04,1202.39,FALSE
10/08/2020 00:33:03,1467.09,FALSE
10/08/2020 00:33:02,1432.36,FALSE
10/08/2020 00:33:01,1641.43,FALSE
10/08/2020 00:33:00,1580.96,FALSE
10/08/2020 00:32:59,1601.24,FALSE
10/08/2020 00:32:58,932.07,FALSE
10/08/2020 00:32:57,1263.35,FALSE
10/08/2020 00:32:56,2326.07,TRUE
10/08/2020 00:32:55,1158.21,FALSE
10/08/2020 00:32:54,1689.00,FALSE
10/08/2020 00:32:53,946.80,FALSE
10/08/2020 00:32:52,1374.37,FALSE
10/08/2020 00:32:51,969.16,FALSE
10/08/2020 00:32:50,1622.09,FALSE
10/08/2020 00:32:49,656.72,TRUE
10/08/2020 00:32:48,1114.92,FALSE
10/08/2020 00:32:47,1489.61,FALSE
10/08/2020 00:32:46,1435.49,FALSE
10/08/2020 00:32:45,1160.56,FALSE
10/08/2020 00:32:44,1631.83,FALSE
10/08/2020 00:32:43,1085.60,FALSE
10/08/2020 00:32:42,1677.77,FALSE
10/08/2020 00:32:41,1402.59,FALSE
10/08/2020 00:32:40,954.26,FALSE
10/08/2020 00:32:39,1064.73,FALSE
10/08/2020 00:32:38,1060.37,FALSE
10/08/2020 00:32:37,1169.07,FALSE
10/08/2020 00:32:36,1359.85,FALSE
10/08/2020 00:32:35,1271.36,FALSE
10/08/2020 00:32:34,1126.80,FALSE
10/08/2020 00:32:33,1609.72,FALSE
10/08/2020 00:32:32,1329.49,FALSE
10/08/2020 00:32:31,1575.68,FALSE
10/08/2020 00:32:30,1009.83,FALSE
10/08/2020 00:32:29,1618.54,FALSE
10/08/2020 00:32:28,1615.98,FALSE
10/08/2020 00:32:27,1005.77,FALSE
10/08/2020 00:32:26,1394.92,FALSE
10/08/2020 00:32:25,1719.41,FALSE
10/08/2020 00:32:24,1643.84,FALSE
10/08/2020 00:32:23,1730.54,FALSE
10/08/2020 00:32:22,1319.04,FALSE
10/08/2020 00:32:21,1542.20,FALSE
10/08/2020 00:32:20,1345.34,FALSE
10/08/2020 00:32:19,1282.42,FALSE
10/08/2020 00:32:18,1589.64,FALSE
10/08/2020 00:32:17,1274.59,FALSE
10/08/2020 00:32:16,1290.36,FALSE
10/08/2020 00:32:15,1631.89,FALSE
10/08/2020 00:32:14,1060.90,FALSE
10/08/2020 00:32:13,1664.37,FALSE
10/08/2020 00:32:12,971.00,FALSE
10/08/2020 00:32:11,960.33,FALSE
10/08/2020 00:32:10,1618.94,FALSE
10/08/2020 00:32:09,1219.27,FALSE
10/08/2020 00:32:08,1361.32,FALSE
10/08/2020 00:32:07,1150.50,FALSE
10/08/2020 00:32:06,1281.42,FALSE
10/08/2020 00:32:05,1588.85,FALSE
10/08/2020 00:32:04,1138.78,FALSE
10/08/2020 00:32:03,1396.52,FALSE
10/08/2020 00:32:02,1092.77,FALSE
10/08/2020 00:32:01,1476.28,FALSE
10/08/2020 00:32:00,1615.11,FALSE
10/08/2020 00:31:59,1262.43,FALSE
10/08/2020 00:31:58,1274.02,FALSE
10/08/2020 00:31:57,1578.58,FALSE
10/08/2020 00:31:56,1539.98,FALSE
10/08/2020 00:31:55,1710.12,FALSE
10/08/2020 00:31:54,1011.14,FALSE
10/08/2020 00:31:53,1030.49,FALSE
10/08/2020 00:31:52,1546.30,FALSE
10/08/2020 00:31:51,1720.03,FALSE
10/08/2020 00:31:50,1361.31,FALSE
