aggregated_time,temp_value,is_anomaly
10/08/2020 00:33:10,200.03,FALSE
10/08/2020 00:33:09,205.14,FALSE
10/08/2020 00:33:08,237.19,FALSE
10/08/2020 00:33:07,232.69,FALSE
10/08/2020 00:33:06,202.88,FALSE
10/08/2020 00:33:05,183.29,FALSE
10/08/2020 00:33:05,182.06,FALSE
10/08/2020 00:33:04,226.08,FALSE
10/08/2020 00:33:03,232.62,FALSE
10/08/2020 00:33:02,229.09,FALSE
10/08/2020 00:33:01,192.07,FALSE
10/08/2020 00:33:00,239.25,FALSE
10/08/2020 00:32:59,179.44,FALSE
10/08/2020 00:32:58,188.78,FALSE
10/08/2020 00:32:57,176.44,FALSE
10/08/2020 00:32:56,291.89,TRUE
10/08/2020 00:32:55,164.81,FALSE
10/08/2020 00:32:54,178.68,FALSE
10/08/2020 00:32:53,224.68,FALSE
10/08/2020 00:32:52,200.29,FALSE
10/08/2020 00:32:51,192.25,FALSE
10/08/2020 00:32:50,234.79,FALSE
10/08/2020 00:32:49,142.18,TRUE
10/08/2020 00:32:48,214.33,FALSE
10/08/2020 00:32:47,188.20,FALSE
10/08/2020 00:32:46,212.64,FALSE
10/08/2020 00:32:45,234.04,FALSE
10/08/2020 00:32:44,206.47,FALSE
10/08/2020 00:32:43,224.75,FALSE
10/08/2020 00:32:42,200.85,FALSE
10/08/2020 00:32:41,233.11,FALSE
10/08/2020 00:32:40,210.91,FALSE
10/08/2020 00:32:39,184.83,FALSE
10/08/2020 00:32:38,202.22,FALSE
10/08/2020 00:32:37,235.31,FALSE
10/08/2020 00:32:36,162.16,FALSE
10/08/2020 00:32:35,196.07,FALSE
10/08/2020 00:32:34,236.92,FALSE
10/08/2020 00:32:33,220.16,FALSE
10/08/2020 00:32:32,188.86,FALSE
10/08/2020 00:32:31,227.87,FALSE
10/08/2020 00:32:30,227.86,FALSE
10/08/2020 00:32:29,169.35,FALSE
10/08/2020 00:32:28,239.41,FALSE
10/08/2020 00:32:27,238.74,FALSE
10/08/2020 00:32:26,192.58,FALSE
10/08/2020 00:32:25,223.36,FALSE
10/08/2020 00:32:24,210.31,FALSE
10/08/2020 00:32:23,163.99,FALSE
10/08/2020 00:32:22,231.04,FALSE
10/08/2020 00:32:21,232.49,FALSE
10/08/2020 00:32:20,175.04,FALSE
10/08/2020 00:32:19,187.50,FALSE
10/08/2020 00:32:18,173.19,FALSE
10/08/2020 00:32:17,166.34,FALSE
10/08/2020 00:32:16,207.64,FALSE
10/08/2020 00:32:15,220.98,FALSE
10/08/2020 00:32:14,190.41,FALSE
10/08/2020 00:32:13,212.30,FALSE
10/08/2020 00:32:12,183.84,FALSE
10/08/2020 00:32:11,234.75,FALSE
10/08/2020 00:32:10,168.65,FALSE
10/08/2020 00:32:09,180.73,FALSE
10/08/2020 00:32:08,224.17,FALSE
10/08/2020 00:32:07,194.50,FALSE
10/08/2020 00:32:06,199.97,FALSE
10/08/2020 00:32:05,238.81,FALSE
10/08/2020 00:32:04,223.68,FALSE
10/08/2020 00:32:03,222.54,FALSE
10/08/2020 00:32:02,193.31,FALSE
10/08/2020 00:32:01,206.68,FALSE
10/08/2020 00:32:00,210.52,FALSE
10/08/2020 00:31:59,191.86,FALSE
10/08/2020 00:31:58,200.44,FALSE
10/08/2020 00:31:57,235.12,FALSE
10/08/2020 00:31:56,214.74,FALSE
10/08/2020 00:31:55,235.09,FALSE
10/08/2020 00:31:54,215.37,FALSE
10/08/2020 00:31:53,180.90,FALSE
10/08/2020 00:31:52,227.64,FALSE
10/08/2020 00:31:51,214.58,FALSE
10/08/2020 00:31:50,172.45,FALSE
10/08/2020 00:31:49,183.02,FALSE
10/08/2020 00:31:48,216.93,FALSE
10/08/2020 00:31:47,209.90,FALSE
10/08/2020 00:31:46,163.99,FALSE
10/08/2020 00:31:45,214.35,FALSE
10/08/2020 00:31:44,239.75,FALSE
10/08/2020 00:31:43,174.66,FALSE
10/08/2020 00:31:42,231.37,FALSE
10/08/2020 00:31:41,188.60,FALSE
10/08/2020 00:31:40,220.37,FALSE
10/08/2020 00:31:39,195.53,FALSE
10/08/2020 00:31:38,198.66,FALSE
10/08/2020 00:31:37,213.84,FALSE
10/08/2020 00:31:36,173.71,FALSE
10/08/2020 00:31:35,164.67,FALSE
10/08/2020 00:31:34,233.61,FALSE
10/08/2020 00:31:33,225.97,FALSE
10/08/2020 00:31:32,224.42,FALSE
