aggregated_time,poids_value,is_anomaly
10/08/2020 01:21:50,1609.59,FALSE
10/08/2020 01:21:48,108.00,FALSE
10/08/2020 01:21:46,897.99,FALSE
10/08/2020 01:21:44,645.07,FALSE
10/08/2020 01:21:42,240.29,FALSE
10/08/2020 01:21:40,586.68,FALSE
10/08/2020 01:21:38,381.80,FALSE
10/08/2020 01:21:36,2009.13,FALSE
10/08/2020 01:21:34,2197.61,FALSE
10/08/2020 01:21:32,538.82,FALSE
10/08/2020 01:21:30,2907.68,FALSE
10/08/2020 01:21:28,414.93,FALSE
10/08/2020 01:21:26,312.63,FALSE
10/08/2020 01:21:24,1366.19,FALSE
10/08/2020 01:21:22,239.54,FALSE
10/08/2020 01:21:20,5007.36,TRUE
10/08/2020 01:21:18,1854.80,FALSE
10/08/2020 01:21:16,1957.23,FALSE
10/08/2020 01:21:14,2828.77,FALSE
10/08/2020 01:21:12,505.52,FALSE
10/08/2020 01:21:10,1166.71,FALSE
10/08/2020 01:21:08,1779.29,FALSE
10/08/2020 01:21:06,82.33,TRUE
10/08/2020 01:21:04,806.18,FALSE
10/08/2020 01:21:02,1216.18,FALSE
10/08/2020 01:21:00,270.64,FALSE
10/08/2020 01:20:58,1639.08,FALSE
10/08/2020 01:20:56,2575.16,FALSE
10/08/2020 01:20:54,2142.30,FALSE
10/08/2020 01:20:52,2546.36,FALSE
10/08/2020 01:20:50,2434.05,FALSE
10/08/2020 01:20:48,2592.16,FALSE
10/08/2020 01:20:46,323.39,FALSE
10/08/2020 01:20:44,2595.00,FALSE
10/08/2020 01:20:42,2982.00,FALSE
10/08/2020 01:20:40,2443.65,FALSE
10/08/2020 01:20:38,2766.71,FALSE
10/08/2020 01:20:36,199.78,FALSE
10/08/2020 01:20:34,1002.00,FALSE
10/08/2020 01:20:32,2557.45,FALSE
10/08/2020 01:20:30,1076.31,FALSE
10/08/2020 01:20:28,2840.54,FALSE
10/08/2020 01:20:26,1176.42,FALSE
10/08/2020 01:20:24,1325.15,FALSE
10/08/2020 01:20:22,2612.11,FALSE
10/08/2020 01:20:20,1146.65,FALSE
10/08/2020 01:20:18,2485.62,FALSE
10/08/2020 01:20:16,782.41,FALSE
10/08/2020 01:20:14,1453.16,FALSE
10/08/2020 01:20:12,116.94,FALSE
10/08/2020 01:20:10,1914.84,FALSE
10/08/2020 01:20:08,2557.12,FALSE
10/08/2020 01:20:06,1287.36,FALSE
10/08/2020 01:20:04,2734.00,FALSE
10/08/2020 01:20:02,1644.28,FALSE
10/08/2020 01:20:00,1797.43,FALSE
10/08/2020 01:19:58,1370.59,FALSE
10/08/2020 01:19:56,1339.20,FALSE
10/08/2020 01:19:54,743.98,FALSE
10/08/2020 01:19:52,2595.56,FALSE
10/08/2020 01:19:50,1836.06,FALSE
10/08/2020 01:19:48,2028.21,FALSE
10/08/2020 01:19:46,1469.76,FALSE
10/08/2020 01:19:44,2477.24,FALSE
10/08/2020 01:19:42,440.40,FALSE
10/08/2020 01:19:40,1904.04,FALSE
10/08/2020 01:19:38,2963.94,FALSE
10/08/2020 01:19:36,780.52,FALSE
10/08/2020 01:19:34,2757.58,FALSE
10/08/2020 01:19:32,1057.17,FALSE
10/08/2020 01:19:30,609.48,FALSE
10/08/2020 01:19:28,793.46,FALSE
10/08/2020 01:19:26,739.61,FALSE
10/08/2020 01:19:24,311.08,FALSE
10/08/2020 01:19:22,1131.12,FALSE
10/08/2020 01:19:20,1122.18,FALSE
