aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,3.71,FALSE
10/08/2020 00:33:09,3.21,FALSE
10/08/2020 00:33:08,5.56,FALSE
10/08/2020 00:33:07,3.65,FALSE
10/08/2020 00:33:06,1.34,FALSE
10/08/2020 00:33:05,2.16,FALSE
10/08/2020 00:33:05,4.15,FALSE
10/08/2020 00:33:04,4.20,FALSE
10/08/2020 00:33:03,1.78,FALSE
10/08/2020 00:33:02,2.32,FALSE
10/08/2020 00:33:01,4.61,FALSE
10/08/2020 00:33:00,2.77,FALSE
10/08/2020 00:32:59,4.91,FALSE
10/08/2020 00:32:58,5.36,FALSE
10/08/2020 00:32:57,4.57,FALSE
10/08/2020 00:32:56,10.16,TRUE
10/08/2020 00:32:55,1.03,FALSE
10/08/2020 00:32:54,3.44,FALSE
10/08/2020 00:32:53,2.09,FALSE
10/08/2020 00:32:52,1.30,FALSE
10/08/2020 00:32:51,2.12,FALSE
10/08/2020 00:32:50,1.08,FALSE
10/08/2020 00:32:49,-1.95,TRUE
10/08/2020 00:32:48,3.37,FALSE
10/08/2020 00:32:47,3.72,FALSE
10/08/2020 00:32:46,2.74,FALSE
10/08/2020 00:32:45,1.81,FALSE
10/08/2020 00:32:44,1.19,FALSE
10/08/2020 00:32:43,2.54,FALSE
10/08/2020 00:32:42,3.77,FALSE
10/08/2020 00:32:41,5.86,FALSE
10/08/2020 00:32:40,3.85,FALSE
10/08/2020 00:32:39,4.53,FALSE
10/08/2020 00:32:38,5.12,FALSE
10/08/2020 00:32:37,3.18,FALSE
10/08/2020 00:32:36,3.78,FALSE
10/08/2020 00:32:35,4.31,FALSE
10/08/2020 00:32:34,3.73,FALSE
10/08/2020 00:32:33,5.35,FALSE
10/08/2020 00:32:32,1.64,FALSE
10/08/2020 00:32:31,3.30,FALSE
10/08/2020 00:32:30,4.30,FALSE
10/08/2020 00:32:29,5.64,FALSE
10/08/2020 00:32:28,4.95,FALSE
10/08/2020 00:32:27,5.11,FALSE
10/08/2020 00:32:26,3.40,FALSE
10/08/2020 00:32:25,1.04,FALSE
10/08/2020 00:32:24,5.62,FALSE
10/08/2020 00:32:23,1.30,FALSE
10/08/2020 00:32:22,1.41,FALSE
10/08/2020 00:32:21,1.08,FALSE
10/08/2020 00:32:20,4.61,FALSE
10/08/2020 00:32:19,3.47,FALSE
10/08/2020 00:32:18,5.68,FALSE
10/08/2020 00:32:17,3.10,FALSE
10/08/2020 00:32:16,5.78,FALSE
10/08/2020 00:32:15,2.46,FALSE
10/08/2020 00:32:14,2.26,FALSE
10/08/2020 00:32:13,3.51,FALSE
10/08/2020 00:32:12,5.46,FALSE
10/08/2020 00:32:11,2.11,FALSE
10/08/2020 00:32:10,2.56,FALSE
10/08/2020 00:32:09,2.05,FALSE
10/08/2020 00:32:08,1.06,FALSE
10/08/2020 00:32:07,1.58,FALSE
10/08/2020 00:32:06,2.71,FALSE
