aggregated_time;temp_value;is_anomaly
03/09/2020 10:05;191,34;False
03/09/2020 10:04;175,21;False
03/09/2020 10:03;188,73;False
03/09/2020 10:02;218,18;False
03/09/2020 10:01;161,85;False
03/09/2020 10:00;237,56;False
03/09/2020 09:59;189,13;False
03/09/2020 09:58;210,33;False
03/09/2020 09:57;168,25;False
03/09/2020 09:56;226,33;False
03/09/2020 09:55;195,10;False
03/09/2020 09:54;189,69;False
03/09/2020 09:53;207,54;False
03/09/2020 09:52;169,10;False
03/09/2020 09:51;222,21;False
03/09/2020 09:50;289,02;True
03/09/2020 09:49;204,88;False
03/09/2020 09:48;208,18;False
03/09/2020 09:47;236,41;False
03/09/2020 09:46;191,41;False
03/09/2020 09:45;207,51;False
03/09/2020 09:44;194,62;False
03/09/2020 09:43;143,39;True
03/09/2020 09:42;231,91;False
03/09/2020 09:41;222,93;False
03/09/2020 09:40;207,94;False
03/09/2020 09:39;168,06;False
03/09/2020 09:38;191,62;False
03/09/2020 09:37;232,86;False
03/09/2020 09:36;238,17;False
03/09/2020 09:35;169,35;False
03/09/2020 09:34;196,87;False
03/09/2020 09:33;174,86;False
03/09/2020 09:32;188,58;False
03/09/2020 09:31;239,12;False
03/09/2020 09:30;224,85;False
03/09/2020 09:29;184,79;False
03/09/2020 09:28;176,37;False
03/09/2020 09:27;184,22;False
03/09/2020 09:26;164,15;False
03/09/2020 09:25;221,87;False
03/09/2020 09:24;201,66;False
03/09/2020 09:23;220,46;False
03/09/2020 09:22;204,93;False
03/09/2020 09:21;238,52;False
03/09/2020 09:20;173,05;False
03/09/2020 09:19;223,48;False
03/09/2020 09:18;227,03;False
03/09/2020 09:17;220,10;False
03/09/2020 09:16;227,33;False
03/09/2020 09:15;236,66;False
03/09/2020 09:14;181,18;False
03/09/2020 09:13;175,37;False
03/09/2020 09:12;167,80;False
03/09/2020 09:11;161,84;False
03/09/2020 09:10;220,02;False
03/09/2020 09:09;200,94;False
03/09/2020 09:08;233,17;False
03/09/2020 09:07;188,32;False
03/09/2020 09:06;204,17;False
03/09/2020 09:05;219,10;False
03/09/2020 09:04;236,60;False
03/09/2020 09:03;170,91;False
03/09/2020 09:02;178,05;False
03/09/2020 09:01;198,23;False
03/09/2020 09:00;170,54;False
03/09/2020 08:59;172,35;False
03/09/2020 08:58;190,74;False
03/09/2020 08:57;217,75;False
03/09/2020 08:56;174,75;False
03/09/2020 08:55;224,14;False
03/09/2020 08:54;174,03;False
03/09/2020 08:53;203,59;False
03/09/2020 08:52;162,40;False
03/09/2020 08:51;213,92;False
03/09/2020 08:50;170,10;False
03/09/2020 08:49;166,56;False
03/09/2020 08:48;201,61;False
03/09/2020 08:47;188,45;False
03/09/2020 08:46;233,03;False
03/09/2020 08:45;207,88;False
03/09/2020 08:44;175,91;False
03/09/2020 08:43;236,05;False
03/09/2020 08:42;209,41;False
03/09/2020 08:41;199,59;False
03/09/2020 08:40;209,33;False
03/09/2020 08:39;231,38;False
03/09/2020 08:38;189,02;False
03/09/2020 08:37;226,22;False
03/09/2020 08:36;177,57;False
03/09/2020 08:35;203,51;False
03/09/2020 08:34;209,66;False
03/09/2020 08:33;225,01;False
03/09/2020 08:32;229,61;False
03/09/2020 08:31;220,58;False
03/09/2020 08:30;179,19;False
03/09/2020 08:29;191,40;False
03/09/2020 08:28;182,59;False
03/09/2020 08:27;169,11;False
03/09/2020 08:26;174,24;False
03/09/2020 08:25;219,23;False
03/09/2020 08:24;216,18;False
03/09/2020 08:23;157,46;True
03/09/2020 08:22;173,17;False
03/09/2020 08:21;181,84;False
03/09/2020 08:20;168,46;False
03/09/2020 08:19;173,41;False
03/09/2020 08:18;178,70;False
03/09/2020 08:17;217,08;False
03/09/2020 08:16;219,55;False
03/09/2020 08:15;207,08;False
03/09/2020 08:14;202,45;False
03/09/2020 08:13;261,30;True
03/09/2020 08:12;198,69;False
03/09/2020 08:11;205,67;False
03/09/2020 08:10;177,50;False
03/09/2020 08:09;216,80;False
03/09/2020 08:08;202,52;False
03/09/2020 08:07;205,00;False
03/09/2020 08:06;165,00;False
03/09/2020 08:05;173,89;False
03/09/2020 08:04;165,01;False
03/09/2020 08:03;196,26;False
03/09/2020 08:02;237,91;False
03/09/2020 08:01;228,04;False
03/09/2020 08:00;193,33;False
03/09/2020 07:59;204,49;False
03/09/2020 07:58;232,11;False
03/09/2020 07:57;177,46;False
03/09/2020 07:56;193,19;False
03/09/2020 07:55;218,47;False
03/09/2020 07:54;212,02;False
03/09/2020 07:53;201,62;False
03/09/2020 07:52;204,18;False
03/09/2020 07:51;195,56;False
03/09/2020 07:50;185,92;False
03/09/2020 07:49;222,17;False
03/09/2020 07:48;165,30;False
03/09/2020 07:47;165,79;False
03/09/2020 07:46;226,22;False
03/09/2020 07:45;184,53;False
03/09/2020 07:44;209,12;False
03/09/2020 07:43;167,54;False
03/09/2020 07:42;218,76;False
03/09/2020 07:41;184,71;False
03/09/2020 07:40;228,07;False
03/09/2020 07:39;181,64;False
03/09/2020 07:38;230,35;False
03/09/2020 07:37;203,59;False
03/09/2020 07:36;172,80;False
03/09/2020 07:35;192,05;False
03/09/2020 07:34;196,01;False
03/09/2020 07:33;210,89;False
03/09/2020 07:32;181,18;False
03/09/2020 07:31;197,27;False
03/09/2020 07:30;215,48;False
03/09/2020 07:29;190,28;False
03/09/2020 07:28;160,11;False
03/09/2020 07:27;209,77;False
03/09/2020 07:26;219,04;False
03/09/2020 07:25;189,33;False
03/09/2020 07:24;220,79;False
03/09/2020 07:23;193,83;False
03/09/2020 07:22;179,29;False
03/09/2020 07:21;189,73;False
03/09/2020 07:20;235,42;False
