aggregated_time,poids_value,is_anomaly
10/08/2020 00:33:10,1677.71,FALSE
10/08/2020 00:33:09,2630.69,FALSE
10/08/2020 00:33:08,292.29,FALSE
10/08/2020 00:33:07,1792.92,FALSE
10/08/2020 00:33:06,379.68,FALSE
10/08/2020 00:33:05,348.79,FALSE
10/08/2020 00:33:05,941.21,FALSE
10/08/2020 00:33:04,1921.02,FALSE
10/08/2020 00:33:03,2910.13,FALSE
10/08/2020 00:33:02,2179.48,FALSE
10/08/2020 00:33:01,365.97,FALSE
10/08/2020 00:33:00,1470.65,FALSE
10/08/2020 00:32:59,358.22,FALSE
10/08/2020 00:32:58,942.35,FALSE
10/08/2020 00:32:57,1431.54,FALSE
10/08/2020 00:32:56,4660.44,TRUE
10/08/2020 00:32:55,452.97,FALSE
10/08/2020 00:32:54,1765.23,FALSE
10/08/2020 00:32:53,2317.90,FALSE
10/08/2020 00:32:52,1262.12,FALSE
10/08/2020 00:32:51,1791.68,FALSE
10/08/2020 00:32:50,1141.22,FALSE
10/08/2020 00:32:49,-1215.90,TRUE
10/08/2020 00:32:48,1072.58,FALSE
10/08/2020 00:32:47,617.85,FALSE
10/08/2020 00:32:46,2147.66,FALSE
10/08/2020 00:32:45,286.40,FALSE
10/08/2020 00:32:44,1380.86,FALSE
10/08/2020 00:32:43,1260.28,FALSE
10/08/2020 00:32:42,2642.28,FALSE
10/08/2020 00:32:41,1096.67,FALSE
10/08/2020 00:32:40,159.41,FALSE
10/08/2020 00:32:39,1004.30,FALSE
10/08/2020 00:32:38,2280.25,FALSE
10/08/2020 00:32:37,1082.75,FALSE
10/08/2020 00:32:36,2224.99,FALSE
10/08/2020 00:32:35,2268.77,FALSE
10/08/2020 00:32:34,1773.35,FALSE
10/08/2020 00:32:33,487.98,FALSE
10/08/2020 00:32:32,2382.63,FALSE
10/08/2020 00:32:31,1442.44,FALSE
10/08/2020 00:32:30,730.22,FALSE
10/08/2020 00:32:29,2410.91,FALSE
10/08/2020 00:32:28,310.58,FALSE
10/08/2020 00:32:27,1824.19,FALSE
10/08/2020 00:32:26,1951.82,FALSE
10/08/2020 00:32:25,2636.02,FALSE
10/08/2020 00:32:24,1849.96,FALSE
10/08/2020 00:32:23,190.69,FALSE
10/08/2020 00:32:22,562.14,FALSE
10/08/2020 00:32:21,1424.59,FALSE
10/08/2020 00:32:20,2901.90,FALSE
10/08/2020 00:32:19,1290.15,FALSE
10/08/2020 00:32:18,1768.52,FALSE
10/08/2020 00:32:17,1110.74,FALSE
10/08/2020 00:32:16,1709.94,FALSE
10/08/2020 00:32:15,792.15,FALSE
10/08/2020 00:32:14,1545.29,FALSE
10/08/2020 00:32:13,733.34,FALSE
10/08/2020 00:32:12,1896.13,FALSE
10/08/2020 00:32:11,2792.58,FALSE
10/08/2020 00:32:10,2889.69,FALSE
10/08/2020 00:32:09,1227.64,FALSE
10/08/2020 00:32:08,505.12,FALSE
10/08/2020 00:32:07,792.18,FALSE
10/08/2020 00:32:06,733.03,FALSE
10/08/2020 00:32:05,893.22,FALSE
10/08/2020 00:32:04,305.03,FALSE
10/08/2020 00:32:03,2758.16,FALSE
10/08/2020 00:32:02,582.46,FALSE
10/08/2020 00:32:01,2041.42,FALSE
10/08/2020 00:32:00,262.99,FALSE
10/08/2020 00:31:59,1217.55,FALSE
10/08/2020 00:31:58,2792.92,FALSE
10/08/2020 00:31:57,1443.76,FALSE
10/08/2020 00:31:56,2952.17,FALSE
10/08/2020 00:31:55,1338.57,FALSE
10/08/2020 00:31:54,2544.10,FALSE
10/08/2020 00:31:53,1560.59,FALSE
10/08/2020 00:31:52,1762.36,FALSE
10/08/2020 00:31:51,2428.03,FALSE
10/08/2020 00:31:50,1021.11,FALSE
10/08/2020 00:31:49,2187.44,FALSE
10/08/2020 00:31:48,1611.79,FALSE
10/08/2020 00:31:47,2831.96,FALSE
10/08/2020 00:31:46,1038.71,FALSE
10/08/2020 00:31:45,2964.60,FALSE
10/08/2020 00:31:44,351.15,FALSE
10/08/2020 00:31:43,1837.57,FALSE
10/08/2020 00:31:42,1948.83,FALSE
10/08/2020 00:31:41,2523.61,FALSE
10/08/2020 00:31:40,2677.63,FALSE
10/08/2020 00:31:39,2302.95,FALSE
10/08/2020 00:31:38,2652.24,FALSE
10/08/2020 00:31:37,1164.67,FALSE
10/08/2020 00:31:36,711.98,FALSE
10/08/2020 00:31:35,1143.25,FALSE
10/08/2020 00:31:34,1292.00,FALSE
10/08/2020 00:31:33,691.72,FALSE
10/08/2020 00:31:32,2868.37,FALSE
10/08/2020 00:31:31,688.25,FALSE
10/08/2020 00:31:30,1277.70,FALSE
10/08/2020 00:31:29,-1498.74,TRUE
10/08/2020 00:31:28,1952.68,FALSE
10/08/2020 00:31:27,1528.58,FALSE
