aggregated_time,temp_value,is_anomaly
10/08/2020 00:33:10,164.79,FALSE
10/08/2020 00:33:09,199.35,FALSE
10/08/2020 00:33:08,181.14,FALSE
10/08/2020 00:33:07,190.64,FALSE
10/08/2020 00:33:06,219.09,FALSE
10/08/2020 00:33:05,165.81,FALSE
10/08/2020 00:33:05,209.80,FALSE
10/08/2020 00:33:04,194.55,FALSE
10/08/2020 00:33:03,175.68,FALSE
10/08/2020 00:33:02,186.70,FALSE
10/08/2020 00:33:01,215.97,FALSE
10/08/2020 00:33:00,169.49,FALSE
10/08/2020 00:32:59,188.72,FALSE
10/08/2020 00:32:58,176.38,FALSE
10/08/2020 00:32:57,181.86,FALSE
10/08/2020 00:32:56,292.30,TRUE
10/08/2020 00:32:55,232.17,FALSE
10/08/2020 00:32:54,208.62,FALSE
10/08/2020 00:32:53,228.15,FALSE
10/08/2020 00:32:52,175.36,FALSE
10/08/2020 00:32:51,202.61,FALSE
10/08/2020 00:32:50,233.24,FALSE
10/08/2020 00:32:49,147.35,TRUE
10/08/2020 00:32:48,223.70,FALSE
10/08/2020 00:32:47,233.62,FALSE
10/08/2020 00:32:46,165.05,FALSE
10/08/2020 00:32:45,181.01,FALSE
10/08/2020 00:32:44,223.97,FALSE
10/08/2020 00:32:43,197.42,FALSE
10/08/2020 00:32:42,164.99,FALSE
10/08/2020 00:32:41,220.03,FALSE
10/08/2020 00:32:40,187.33,FALSE
10/08/2020 00:32:39,221.63,FALSE
10/08/2020 00:32:38,180.46,FALSE
10/08/2020 00:32:37,206.72,FALSE
10/08/2020 00:32:36,208.48,FALSE
10/08/2020 00:32:35,174.51,FALSE
10/08/2020 00:32:34,189.79,FALSE
10/08/2020 00:32:33,230.33,FALSE
10/08/2020 00:32:32,213.26,FALSE
10/08/2020 00:32:31,196.44,FALSE
10/08/2020 00:32:30,166.62,FALSE
10/08/2020 00:32:29,203.46,FALSE
10/08/2020 00:32:28,174.95,FALSE
10/08/2020 00:32:27,191.49,FALSE
10/08/2020 00:32:26,179.62,FALSE
10/08/2020 00:32:25,228.50,FALSE
10/08/2020 00:32:24,187.70,FALSE
10/08/2020 00:32:23,221.40,FALSE
10/08/2020 00:32:22,173.60,FALSE
10/08/2020 00:32:21,222.33,FALSE
10/08/2020 00:32:20,183.93,FALSE
10/08/2020 00:32:19,165.24,FALSE
10/08/2020 00:32:18,163.95,FALSE
10/08/2020 00:32:17,196.43,FALSE
10/08/2020 00:32:16,204.73,FALSE
10/08/2020 00:32:15,200.92,FALSE
10/08/2020 00:32:14,179.22,FALSE
10/08/2020 00:32:13,195.91,FALSE
10/08/2020 00:32:12,210.49,FALSE
10/08/2020 00:32:11,211.48,FALSE
10/08/2020 00:32:10,221.24,FALSE
10/08/2020 00:32:09,219.90,FALSE
10/08/2020 00:32:08,174.08,FALSE
10/08/2020 00:32:07,196.41,FALSE
10/08/2020 00:32:06,197.02,FALSE
10/08/2020 00:32:05,170.24,FALSE
10/08/2020 00:32:04,206.47,FALSE
10/08/2020 00:32:03,234.08,FALSE
10/08/2020 00:32:02,197.45,FALSE
10/08/2020 00:32:01,203.74,FALSE
10/08/2020 00:32:00,170.53,FALSE
10/08/2020 00:31:59,235.67,FALSE
10/08/2020 00:31:58,200.69,FALSE
10/08/2020 00:31:57,201.42,FALSE
10/08/2020 00:31:56,229.38,FALSE
10/08/2020 00:31:55,203.19,FALSE
10/08/2020 00:31:54,230.10,FALSE
10/08/2020 00:31:53,190.52,FALSE
10/08/2020 00:31:52,208.27,FALSE
10/08/2020 00:31:51,193.24,FALSE
10/08/2020 00:31:50,201.07,FALSE
10/08/2020 00:31:49,219.28,FALSE
10/08/2020 00:31:48,189.92,FALSE
10/08/2020 00:31:47,226.71,FALSE
10/08/2020 00:31:46,234.72,FALSE
10/08/2020 00:31:45,222.70,FALSE
10/08/2020 00:31:44,164.63,FALSE
10/08/2020 00:31:43,201.79,FALSE
10/08/2020 00:31:42,163.59,FALSE
10/08/2020 00:31:41,168.28,FALSE
10/08/2020 00:31:40,214.34,FALSE
10/08/2020 00:31:39,166.12,FALSE
10/08/2020 00:31:38,193.79,FALSE
10/08/2020 00:31:37,185.30,FALSE
10/08/2020 00:31:36,174.91,FALSE
10/08/2020 00:31:35,205.80,FALSE
10/08/2020 00:31:34,215.91,FALSE
10/08/2020 00:31:33,231.92,FALSE
10/08/2020 00:31:32,191.41,FALSE
10/08/2020 00:31:31,187.29,FALSE
10/08/2020 00:31:30,163.51,FALSE
10/08/2020 00:31:29,135.30,TRUE
10/08/2020 00:31:28,229.64,FALSE
10/08/2020 00:31:27,235.55,FALSE
10/08/2020 00:31:26,209.73,FALSE
10/08/2020 00:31:25,235.27,FALSE
10/08/2020 00:31:24,207.50,FALSE
10/08/2020 00:31:23,216.52,FALSE
10/08/2020 00:31:22,238.94,FALSE
10/08/2020 00:31:21,232.66,FALSE
10/08/2020 00:31:20,167.42,FALSE
10/08/2020 00:31:19,241.46,TRUE
10/08/2020 00:31:18,172.30,FALSE
10/08/2020 00:31:17,235.81,FALSE
10/08/2020 00:31:16,226.07,FALSE
10/08/2020 00:31:15,225.83,FALSE
10/08/2020 00:31:14,162.40,FALSE
10/08/2020 00:31:13,180.20,FALSE
10/08/2020 00:31:12,232.33,FALSE
10/08/2020 00:31:11,181.46,FALSE
10/08/2020 00:31:10,212.41,FALSE
10/08/2020 00:31:09,192.50,FALSE
10/08/2020 00:31:08,225.28,FALSE
10/08/2020 00:31:07,223.81,FALSE
10/08/2020 00:31:06,206.69,FALSE
