aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,1.19,FALSE
10/08/2020 00:33:09,0.88,FALSE
10/08/2020 00:33:08,1.66,FALSE
10/08/2020 00:33:07,1.69,FALSE
10/08/2020 00:33:06,0.42,FALSE
10/08/2020 00:33:05,0.82,FALSE
10/08/2020 00:33:05,0.43,FALSE
10/08/2020 00:33:04,1.15,FALSE
10/08/2020 00:33:03,1.49,FALSE
10/08/2020 00:33:02,1.07,FALSE
10/08/2020 00:33:01,1.14,FALSE
10/08/2020 00:33:00,1.74,FALSE
10/08/2020 00:32:59,1.24,FALSE
10/08/2020 00:32:58,0.84,FALSE
10/08/2020 00:32:57,1.96,FALSE
10/08/2020 00:32:56,2.06,TRUE
10/08/2020 00:32:55,0.52,FALSE
10/08/2020 00:32:54,1.12,FALSE
10/08/2020 00:32:53,0.88,FALSE
10/08/2020 00:32:52,1.76,FALSE
10/08/2020 00:32:51,1.65,FALSE
10/08/2020 00:32:50,0.53,FALSE
10/08/2020 00:32:49,-0.47,TRUE
10/08/2020 00:32:48,0.70,FALSE
10/08/2020 00:32:47,0.35,FALSE
10/08/2020 00:32:46,0.37,FALSE
10/08/2020 00:32:45,0.59,FALSE
10/08/2020 00:32:44,1.46,FALSE
10/08/2020 00:32:43,1.83,FALSE
10/08/2020 00:32:42,1.88,FALSE
10/08/2020 00:32:41,1.17,FALSE
10/08/2020 00:32:40,0.39,FALSE
10/08/2020 00:32:39,0.63,FALSE
10/08/2020 00:32:38,0.37,FALSE
10/08/2020 00:32:37,1.46,FALSE
10/08/2020 00:32:36,1.19,FALSE
10/08/2020 00:32:35,0.78,FALSE
10/08/2020 00:32:34,1.52,FALSE
10/08/2020 00:32:33,1.74,FALSE
10/08/2020 00:32:32,0.92,FALSE
10/08/2020 00:32:31,0.84,FALSE
10/08/2020 00:32:30,1.94,FALSE
10/08/2020 00:32:29,0.50,FALSE
10/08/2020 00:32:28,0.53,FALSE
10/08/2020 00:32:27,0.78,FALSE
10/08/2020 00:32:26,1.55,FALSE
10/08/2020 00:32:25,1.41,FALSE
10/08/2020 00:32:24,1.89,FALSE
10/08/2020 00:32:23,1.23,FALSE
10/08/2020 00:32:22,0.58,FALSE
10/08/2020 00:32:21,1.34,FALSE
10/08/2020 00:32:20,1.42,FALSE
10/08/2020 00:32:19,0.48,FALSE
10/08/2020 00:32:18,1.55,FALSE
10/08/2020 00:32:17,1.49,FALSE
10/08/2020 00:32:16,1.39,FALSE
10/08/2020 00:32:15,1.02,FALSE
10/08/2020 00:32:14,0.57,FALSE
10/08/2020 00:32:13,0.92,FALSE
10/08/2020 00:32:12,1.86,FALSE
10/08/2020 00:32:11,1.61,FALSE
10/08/2020 00:32:10,0.80,FALSE
10/08/2020 00:32:09,0.48,FALSE
10/08/2020 00:32:08,0.96,FALSE
10/08/2020 00:32:07,0.79,FALSE
10/08/2020 00:32:06,0.55,FALSE
10/08/2020 00:32:05,1.33,FALSE
10/08/2020 00:32:04,1.70,FALSE
10/08/2020 00:32:03,0.36,FALSE
10/08/2020 00:32:02,1.29,FALSE
10/08/2020 00:32:01,0.92,FALSE
10/08/2020 00:32:00,1.31,FALSE
10/08/2020 00:31:59,1.62,FALSE
10/08/2020 00:31:58,1.15,FALSE
10/08/2020 00:31:57,1.84,FALSE
10/08/2020 00:31:56,0.59,FALSE
10/08/2020 00:31:55,1.17,FALSE
10/08/2020 00:31:54,0.59,FALSE
10/08/2020 00:31:53,0.79,FALSE
10/08/2020 00:31:52,0.70,FALSE
10/08/2020 00:31:51,1.76,FALSE
10/08/2020 00:31:50,0.66,FALSE
10/08/2020 00:31:49,0.38,FALSE
10/08/2020 00:31:48,0.68,FALSE
10/08/2020 00:31:47,0.55,FALSE
10/08/2020 00:31:46,1.43,FALSE
10/08/2020 00:31:45,1.46,FALSE
10/08/2020 00:31:44,0.90,FALSE
10/08/2020 00:31:43,1.04,FALSE
10/08/2020 00:31:42,1.21,FALSE
10/08/2020 00:31:41,0.68,FALSE
10/08/2020 00:31:40,1.68,FALSE
10/08/2020 00:31:39,1.62,FALSE
10/08/2020 00:31:38,1.49,FALSE
10/08/2020 00:31:37,0.76,FALSE
10/08/2020 00:31:36,0.98,FALSE
10/08/2020 00:31:35,0.69,FALSE
10/08/2020 00:31:34,1.83,FALSE
10/08/2020 00:31:33,0.92,FALSE
10/08/2020 00:31:32,1.83,FALSE
10/08/2020 00:31:31,0.64,FALSE
10/08/2020 00:31:30,1.28,FALSE
10/08/2020 00:31:29,-1.19,TRUE
10/08/2020 00:31:28,0.75,FALSE
10/08/2020 00:31:27,1.05,FALSE
10/08/2020 00:31:26,1.90,FALSE
10/08/2020 00:31:25,0.86,FALSE
10/08/2020 00:31:24,0.74,FALSE
10/08/2020 00:31:23,0.78,FALSE
10/08/2020 00:31:22,0.48,FALSE
10/08/2020 00:31:21,0.41,FALSE
10/08/2020 00:31:20,1.99,FALSE
10/08/2020 00:31:19,3.35,TRUE
10/08/2020 00:31:18,1.67,FALSE
10/08/2020 00:31:17,1.63,FALSE
10/08/2020 00:31:16,1.49,FALSE
10/08/2020 00:31:15,1.78,FALSE
10/08/2020 00:31:14,0.61,FALSE
10/08/2020 00:31:13,0.98,FALSE
10/08/2020 00:31:12,0.61,FALSE
10/08/2020 00:31:11,1.41,FALSE
10/08/2020 00:31:10,1.34,FALSE
10/08/2020 00:31:09,1.36,FALSE
10/08/2020 00:31:08,1.37,FALSE
10/08/2020 00:31:07,0.85,FALSE
10/08/2020 00:31:06,0.38,FALSE
10/08/2020 00:31:05,1.64,FALSE
10/08/2020 00:31:04,0.83,FALSE
10/08/2020 00:31:03,1.81,FALSE
10/08/2020 00:31:02,1.76,FALSE
10/08/2020 00:31:01,0.61,FALSE
10/08/2020 00:31:00,1.44,FALSE
10/08/2020 00:30:59,1.22,FALSE
10/08/2020 00:30:58,1.61,FALSE
10/08/2020 00:30:57,1.85,FALSE
10/08/2020 00:30:56,1.36,FALSE
10/08/2020 00:30:55,1.10,FALSE
10/08/2020 00:30:54,1.93,FALSE
10/08/2020 00:30:53,1.80,FALSE
10/08/2020 00:30:52,1.99,FALSE
10/08/2020 00:30:51,1.94,FALSE
10/08/2020 00:30:50,0.45,FALSE
10/08/2020 00:30:49,1.57,FALSE
10/08/2020 00:30:48,1.19,FALSE
10/08/2020 00:30:47,1.98,FALSE
10/08/2020 00:30:46,1.21,FALSE
10/08/2020 00:30:45,0.75,FALSE
10/08/2020 00:30:44,0.49,FALSE
10/08/2020 00:30:43,1.45,FALSE
10/08/2020 00:30:42,0.37,FALSE
10/08/2020 00:30:41,1.08,FALSE
10/08/2020 00:30:40,1.97,FALSE
10/08/2020 00:30:39,0.61,FALSE
10/08/2020 00:30:38,0.79,FALSE
10/08/2020 00:30:37,1.44,FALSE
10/08/2020 00:30:36,1.15,FALSE
10/08/2020 00:30:35,1.39,FALSE
10/08/2020 00:30:34,1.06,FALSE
10/08/2020 00:30:33,0.42,FALSE
10/08/2020 00:30:32,1.40,FALSE
10/08/2020 00:30:31,1.67,FALSE
10/08/2020 00:30:30,1.23,FALSE
10/08/2020 00:30:29,0.63,FALSE
10/08/2020 00:30:28,1.34,FALSE
10/08/2020 00:30:27,1.72,FALSE
10/08/2020 00:30:26,1.18,FALSE
10/08/2020 00:30:25,0.80,FALSE
10/08/2020 00:30:24,0.89,FALSE
10/08/2020 00:30:23,0.32,FALSE
10/08/2020 00:30:22,1.97,FALSE
10/08/2020 00:30:21,1.35,FALSE
10/08/2020 00:30:20,1.80,FALSE
10/08/2020 00:30:19,0.40,FALSE
10/08/2020 00:30:18,1.92,FALSE
10/08/2020 00:30:17,1.86,FALSE
10/08/2020 00:30:16,1.20,FALSE
10/08/2020 00:30:15,1.38,FALSE
10/08/2020 00:30:14,0.82,FALSE
10/08/2020 00:30:13,0.47,FALSE
10/08/2020 00:30:12,-0.56,TRUE
10/08/2020 00:30:11,1.24,FALSE
10/08/2020 00:30:10,1.78,FALSE
10/08/2020 00:30:09,1.31,FALSE
10/08/2020 00:30:08,1.11,FALSE
10/08/2020 00:30:07,0.59,FALSE
10/08/2020 00:30:06,0.82,FALSE
10/08/2020 00:30:05,1.48,FALSE
10/08/2020 00:30:04,-0.15,TRUE
10/08/2020 00:30:03,1.13,FALSE
10/08/2020 00:30:02,0.67,FALSE
10/08/2020 00:30:01,0.91,FALSE
10/08/2020 00:30:00,1.08,FALSE
10/08/2020 00:29:59,1.90,FALSE
10/08/2020 00:29:58,0.95,FALSE
10/08/2020 00:29:57,1.87,FALSE
10/08/2020 00:29:56,0.71,FALSE
10/08/2020 00:29:55,1.46,FALSE
10/08/2020 00:29:54,1.12,FALSE
10/08/2020 00:29:53,1.55,FALSE
10/08/2020 00:29:52,1.34,FALSE
10/08/2020 00:29:51,1.29,FALSE
10/08/2020 00:29:50,2.87,TRUE
10/08/2020 00:29:49,1.95,FALSE
