aggregated_time,poids_value,is_anomaly
10/08/2020 00:33:10,2008.64,FALSE
10/08/2020 00:33:09,2709.36,FALSE
10/08/2020 00:33:08,2555.16,FALSE
10/08/2020 00:33:07,1338.45,FALSE
10/08/2020 00:33:06,256.90,FALSE
10/08/2020 00:33:05,1292.52,FALSE
10/08/2020 00:33:05,127.81,FALSE
10/08/2020 00:33:04,840.87,FALSE
10/08/2020 00:33:03,1769.25,FALSE
10/08/2020 00:33:02,1298.75,FALSE
10/08/2020 00:33:01,1931.96,FALSE
10/08/2020 00:33:00,569.94,FALSE
10/08/2020 00:32:59,193.15,FALSE
10/08/2020 00:32:58,743.68,FALSE
10/08/2020 00:32:57,2477.13,FALSE
10/08/2020 00:32:56,5051.06,TRUE
10/08/2020 00:32:55,250.30,FALSE
10/08/2020 00:32:54,2362.38,FALSE
10/08/2020 00:32:53,2930.41,FALSE
10/08/2020 00:32:52,343.08,FALSE
10/08/2020 00:32:51,660.08,FALSE
10/08/2020 00:32:50,736.52,FALSE
10/08/2020 00:32:49,-1629.22,TRUE
10/08/2020 00:32:48,398.16,FALSE
10/08/2020 00:32:47,327.73,FALSE
10/08/2020 00:32:46,2744.96,FALSE
10/08/2020 00:32:45,2351.11,FALSE
10/08/2020 00:32:44,646.26,FALSE
10/08/2020 00:32:43,1925.79,FALSE
10/08/2020 00:32:42,458.00,FALSE
10/08/2020 00:32:41,1785.69,FALSE
10/08/2020 00:32:40,360.39,FALSE
10/08/2020 00:32:39,2654.28,FALSE
10/08/2020 00:32:38,1397.14,FALSE
10/08/2020 00:32:37,794.04,FALSE
10/08/2020 00:32:36,1547.55,FALSE
10/08/2020 00:32:35,2598.12,FALSE
10/08/2020 00:32:34,2868.83,FALSE
10/08/2020 00:32:33,338.08,FALSE
10/08/2020 00:32:32,2404.67,FALSE
10/08/2020 00:32:31,1600.98,FALSE
10/08/2020 00:32:30,702.86,FALSE
10/08/2020 00:32:29,869.59,FALSE
10/08/2020 00:32:28,1436.96,FALSE
10/08/2020 00:32:27,1293.01,FALSE
10/08/2020 00:32:26,2770.60,FALSE
10/08/2020 00:32:25,2873.82,FALSE
10/08/2020 00:32:24,2701.94,FALSE
10/08/2020 00:32:23,916.00,FALSE
10/08/2020 00:32:22,2873.62,FALSE
10/08/2020 00:32:21,1741.36,FALSE
10/08/2020 00:32:20,526.10,FALSE
10/08/2020 00:32:19,1801.63,FALSE
10/08/2020 00:32:18,394.82,FALSE
10/08/2020 00:32:17,2353.94,FALSE
10/08/2020 00:32:16,2487.08,FALSE
10/08/2020 00:32:15,117.54,FALSE
10/08/2020 00:32:14,859.14,FALSE
10/08/2020 00:32:13,427.56,FALSE
10/08/2020 00:32:12,596.84,FALSE
10/08/2020 00:32:11,1649.51,FALSE
10/08/2020 00:32:10,2619.65,FALSE
10/08/2020 00:32:09,509.48,FALSE
