aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,2.90,FALSE
10/08/2020 00:33:09,4.94,FALSE
10/08/2020 00:33:08,2.64,FALSE
10/08/2020 00:33:07,5.88,FALSE
10/08/2020 00:33:06,1.78,FALSE
10/08/2020 00:33:05,3.09,FALSE
10/08/2020 00:33:05,2.83,FALSE
10/08/2020 00:33:04,3.39,FALSE
10/08/2020 00:33:03,1.14,FALSE
10/08/2020 00:33:02,1.54,FALSE
10/08/2020 00:33:01,2.12,FALSE
10/08/2020 00:33:00,3.80,FALSE
10/08/2020 00:32:59,5.05,FALSE
10/08/2020 00:32:58,5.11,FALSE
10/08/2020 00:32:57,5.39,FALSE
10/08/2020 00:32:56,7.21,TRUE
10/08/2020 00:32:55,4.38,FALSE
10/08/2020 00:32:54,2.54,FALSE
10/08/2020 00:32:53,2.92,FALSE
10/08/2020 00:32:52,1.41,FALSE
10/08/2020 00:32:51,3.20,FALSE
10/08/2020 00:32:50,3.94,FALSE
10/08/2020 00:32:49,0.42,TRUE
10/08/2020 00:32:48,3.59,FALSE
10/08/2020 00:32:47,1.74,FALSE
10/08/2020 00:32:46,1.06,FALSE
10/08/2020 00:32:45,2.31,FALSE
10/08/2020 00:32:44,2.39,FALSE
10/08/2020 00:32:43,2.17,FALSE
10/08/2020 00:32:42,2.65,FALSE
10/08/2020 00:32:41,1.45,FALSE
10/08/2020 00:32:40,3.18,FALSE
10/08/2020 00:32:39,2.79,FALSE
10/08/2020 00:32:38,3.06,FALSE
10/08/2020 00:32:37,3.81,FALSE
10/08/2020 00:32:36,4.58,FALSE
10/08/2020 00:32:35,1.60,FALSE
10/08/2020 00:32:34,2.50,FALSE
10/08/2020 00:32:33,2.00,FALSE
10/08/2020 00:32:32,4.60,FALSE
10/08/2020 00:32:31,4.88,FALSE
10/08/2020 00:32:30,2.74,FALSE
10/08/2020 00:32:29,3.39,FALSE
10/08/2020 00:32:28,5.54,FALSE
10/08/2020 00:32:27,3.06,FALSE
10/08/2020 00:32:26,1.92,FALSE
10/08/2020 00:32:25,5.29,FALSE
10/08/2020 00:32:24,3.84,FALSE
10/08/2020 00:32:23,2.97,FALSE
10/08/2020 00:32:22,1.89,FALSE
10/08/2020 00:32:21,3.53,FALSE
10/08/2020 00:32:20,4.30,FALSE
10/08/2020 00:32:19,5.52,FALSE
10/08/2020 00:32:18,2.78,FALSE
10/08/2020 00:32:17,1.47,FALSE
10/08/2020 00:32:16,5.23,FALSE
10/08/2020 00:32:15,4.35,FALSE
10/08/2020 00:32:14,3.58,FALSE
10/08/2020 00:32:13,1.96,FALSE
10/08/2020 00:32:12,5.91,FALSE
10/08/2020 00:32:11,5.81,FALSE
10/08/2020 00:32:10,3.74,FALSE
10/08/2020 00:32:09,5.09,FALSE
10/08/2020 00:32:08,4.67,FALSE
10/08/2020 00:32:07,4.44,FALSE
10/08/2020 00:32:06,2.38,FALSE
10/08/2020 00:32:05,1.98,FALSE
10/08/2020 00:32:04,4.62,FALSE
10/08/2020 00:32:03,1.95,FALSE
10/08/2020 00:32:02,4.68,FALSE
10/08/2020 00:32:01,5.84,FALSE
10/08/2020 00:32:00,5.55,FALSE
10/08/2020 00:31:59,3.06,FALSE
10/08/2020 00:31:58,1.11,FALSE
10/08/2020 00:31:57,4.91,FALSE
10/08/2020 00:31:56,1.75,FALSE
10/08/2020 00:31:55,3.04,FALSE
10/08/2020 00:31:54,3.18,FALSE
10/08/2020 00:31:53,3.97,FALSE
10/08/2020 00:31:52,5.81,FALSE
10/08/2020 00:31:51,2.86,FALSE
10/08/2020 00:31:50,1.58,FALSE
10/08/2020 00:31:49,4.61,FALSE
10/08/2020 00:31:48,2.50,FALSE
10/08/2020 00:31:47,5.18,FALSE
10/08/2020 00:31:46,4.42,FALSE
10/08/2020 00:31:45,3.01,FALSE
10/08/2020 00:31:44,3.01,FALSE
10/08/2020 00:31:43,4.54,FALSE
10/08/2020 00:31:42,4.96,FALSE
10/08/2020 00:31:41,1.23,FALSE
10/08/2020 00:31:40,5.36,FALSE
10/08/2020 00:31:39,3.29,FALSE
10/08/2020 00:31:38,1.86,FALSE
10/08/2020 00:31:37,1.78,FALSE
10/08/2020 00:31:36,1.52,FALSE
10/08/2020 00:31:35,2.74,FALSE
10/08/2020 00:31:34,4.68,FALSE
10/08/2020 00:31:33,2.85,FALSE
10/08/2020 00:31:32,5.55,FALSE
10/08/2020 00:31:31,4.59,FALSE
10/08/2020 00:31:30,3.78,FALSE
10/08/2020 00:31:29,-1.97,TRUE
10/08/2020 00:31:28,4.23,FALSE
10/08/2020 00:31:27,4.25,FALSE
10/08/2020 00:31:26,3.55,FALSE
10/08/2020 00:31:25,3.57,FALSE
10/08/2020 00:31:24,5.64,FALSE
10/08/2020 00:31:23,3.02,FALSE
10/08/2020 00:31:22,1.87,FALSE
10/08/2020 00:31:21,2.65,FALSE
10/08/2020 00:31:20,5.60,FALSE
10/08/2020 00:31:19,7.02,TRUE
10/08/2020 00:31:18,2.00,FALSE
10/08/2020 00:31:17,3.96,FALSE
10/08/2020 00:31:16,1.21,FALSE
10/08/2020 00:31:15,5.47,FALSE
10/08/2020 00:31:14,2.28,FALSE
10/08/2020 00:31:13,1.30,FALSE
10/08/2020 00:31:12,5.13,FALSE
10/08/2020 00:31:11,3.97,FALSE
10/08/2020 00:31:10,5.00,FALSE
10/08/2020 00:31:09,4.46,FALSE
10/08/2020 00:31:08,1.79,FALSE
10/08/2020 00:31:07,2.19,FALSE
10/08/2020 00:31:06,4.54,FALSE
10/08/2020 00:31:05,5.14,FALSE
10/08/2020 00:31:04,1.83,FALSE
10/08/2020 00:31:03,3.32,FALSE
10/08/2020 00:31:02,1.08,FALSE
10/08/2020 00:31:01,4.86,FALSE
10/08/2020 00:31:00,5.01,FALSE
10/08/2020 00:30:59,3.53,FALSE
10/08/2020 00:30:58,4.76,FALSE
10/08/2020 00:30:57,2.50,FALSE
10/08/2020 00:30:56,1.74,FALSE
10/08/2020 00:30:55,4.98,FALSE
10/08/2020 00:30:54,4.64,FALSE
10/08/2020 00:30:53,5.70,FALSE
10/08/2020 00:30:52,4.09,FALSE
10/08/2020 00:30:51,5.78,FALSE
10/08/2020 00:30:50,1.97,FALSE
10/08/2020 00:30:49,3.75,FALSE
10/08/2020 00:30:48,5.16,FALSE
10/08/2020 00:30:47,2.36,FALSE
10/08/2020 00:30:46,4.70,FALSE
10/08/2020 00:30:45,5.91,FALSE
10/08/2020 00:30:44,2.38,FALSE
10/08/2020 00:30:43,2.55,FALSE
10/08/2020 00:30:42,1.60,FALSE
10/08/2020 00:30:41,5.30,FALSE
10/08/2020 00:30:40,1.80,FALSE
10/08/2020 00:30:39,2.14,FALSE
10/08/2020 00:30:38,5.92,FALSE
10/08/2020 00:30:37,5.39,FALSE
10/08/2020 00:30:36,2.84,FALSE
10/08/2020 00:30:35,1.22,FALSE
10/08/2020 00:30:34,1.83,FALSE
10/08/2020 00:30:33,4.32,FALSE
10/08/2020 00:30:32,4.73,FALSE
10/08/2020 00:30:31,3.24,FALSE
10/08/2020 00:30:30,5.73,FALSE
10/08/2020 00:30:29,1.16,FALSE
10/08/2020 00:30:28,5.83,FALSE
10/08/2020 00:30:27,5.13,FALSE
10/08/2020 00:30:26,4.83,FALSE
10/08/2020 00:30:25,3.34,FALSE
10/08/2020 00:30:24,4.49,FALSE
10/08/2020 00:30:23,5.22,FALSE
10/08/2020 00:30:22,5.16,FALSE
10/08/2020 00:30:21,2.86,FALSE
10/08/2020 00:30:20,3.34,FALSE
10/08/2020 00:30:19,2.50,FALSE
10/08/2020 00:30:18,2.97,FALSE
10/08/2020 00:30:17,5.15,FALSE
10/08/2020 00:30:16,1.56,FALSE
10/08/2020 00:30:15,5.79,FALSE
10/08/2020 00:30:14,5.02,FALSE
10/08/2020 00:30:13,5.40,FALSE
10/08/2020 00:30:12,-3.80,TRUE
10/08/2020 00:30:11,4.71,FALSE
10/08/2020 00:30:10,4.49,FALSE
