aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,1.28,FALSE
10/08/2020 00:33:09,1.79,FALSE
10/08/2020 00:33:08,3.03,FALSE
10/08/2020 00:33:07,5.34,FALSE
10/08/2020 00:33:06,3.71,FALSE
10/08/2020 00:33:05,3.50,FALSE
10/08/2020 00:33:05,1.46,FALSE
10/08/2020 00:33:04,5.45,FALSE
10/08/2020 00:33:03,4.67,FALSE
10/08/2020 00:33:02,4.09,FALSE
10/08/2020 00:33:01,4.61,FALSE
10/08/2020 00:33:00,2.02,FALSE
10/08/2020 00:32:59,4.91,FALSE
10/08/2020 00:32:58,5.59,FALSE
10/08/2020 00:32:57,5.94,FALSE
10/08/2020 00:32:56,8.89,TRUE
10/08/2020 00:32:55,5.09,FALSE
10/08/2020 00:32:54,1.76,FALSE
10/08/2020 00:32:53,3.43,FALSE
10/08/2020 00:32:52,2.03,FALSE
10/08/2020 00:32:51,3.03,FALSE
10/08/2020 00:32:50,3.98,FALSE
10/08/2020 00:32:49,0.69,TRUE
10/08/2020 00:32:48,5.95,FALSE
10/08/2020 00:32:47,4.83,FALSE
10/08/2020 00:32:46,2.71,FALSE
10/08/2020 00:32:45,3.30,FALSE
10/08/2020 00:32:44,4.66,FALSE
10/08/2020 00:32:43,5.36,FALSE
10/08/2020 00:32:42,5.51,FALSE
10/08/2020 00:32:41,5.81,FALSE
10/08/2020 00:32:40,3.52,FALSE
10/08/2020 00:32:39,2.96,FALSE
10/08/2020 00:32:38,3.11,FALSE
10/08/2020 00:32:37,4.51,FALSE
10/08/2020 00:32:36,2.32,FALSE
10/08/2020 00:32:35,5.87,FALSE
10/08/2020 00:32:34,1.91,FALSE
10/08/2020 00:32:33,2.95,FALSE
10/08/2020 00:32:32,2.22,FALSE
10/08/2020 00:32:31,2.55,FALSE
10/08/2020 00:32:30,4.61,FALSE
10/08/2020 00:32:29,5.30,FALSE
10/08/2020 00:32:28,2.31,FALSE
10/08/2020 00:32:27,3.05,FALSE
10/08/2020 00:32:26,2.33,FALSE
10/08/2020 00:32:25,4.92,FALSE
10/08/2020 00:32:24,5.53,FALSE
10/08/2020 00:32:23,4.05,FALSE
10/08/2020 00:32:22,2.38,FALSE
10/08/2020 00:32:21,4.02,FALSE
10/08/2020 00:32:20,5.85,FALSE
10/08/2020 00:32:19,3.64,FALSE
10/08/2020 00:32:18,5.30,FALSE
10/08/2020 00:32:17,5.65,FALSE
10/08/2020 00:32:16,5.61,FALSE
10/08/2020 00:32:15,5.15,FALSE
10/08/2020 00:32:14,1.47,FALSE
10/08/2020 00:32:13,3.51,FALSE
10/08/2020 00:32:12,5.17,FALSE
10/08/2020 00:32:11,4.65,FALSE
10/08/2020 00:32:10,4.85,FALSE
10/08/2020 00:32:09,1.61,FALSE
10/08/2020 00:32:08,4.35,FALSE
10/08/2020 00:32:07,3.18,FALSE
10/08/2020 00:32:06,4.68,FALSE
10/08/2020 00:32:05,1.52,FALSE
10/08/2020 00:32:04,3.62,FALSE
10/08/2020 00:32:03,1.90,FALSE
10/08/2020 00:32:02,1.45,FALSE
10/08/2020 00:32:01,3.99,FALSE
10/08/2020 00:32:00,2.74,FALSE
10/08/2020 00:31:59,3.05,FALSE
10/08/2020 00:31:58,4.97,FALSE
10/08/2020 00:31:57,1.21,FALSE
10/08/2020 00:31:56,5.92,FALSE
10/08/2020 00:31:55,2.77,FALSE
10/08/2020 00:31:54,4.55,FALSE
10/08/2020 00:31:53,3.13,FALSE
10/08/2020 00:31:52,3.34,FALSE
10/08/2020 00:31:51,4.50,FALSE
10/08/2020 00:31:50,1.68,FALSE
10/08/2020 00:31:49,5.36,FALSE
10/08/2020 00:31:48,3.03,FALSE
10/08/2020 00:31:47,4.88,FALSE
10/08/2020 00:31:46,1.40,FALSE
10/08/2020 00:31:45,5.78,FALSE
10/08/2020 00:31:44,1.15,FALSE
10/08/2020 00:31:43,3.98,FALSE
10/08/2020 00:31:42,3.37,FALSE
10/08/2020 00:31:41,1.30,FALSE
10/08/2020 00:31:40,5.51,FALSE
10/08/2020 00:31:39,5.58,FALSE
10/08/2020 00:31:38,4.95,FALSE
10/08/2020 00:31:37,2.53,FALSE
10/08/2020 00:31:36,1.13,FALSE
10/08/2020 00:31:35,2.42,FALSE
10/08/2020 00:31:34,1.10,FALSE
10/08/2020 00:31:33,3.16,FALSE
10/08/2020 00:31:32,2.25,FALSE
10/08/2020 00:31:31,5.72,FALSE
10/08/2020 00:31:30,4.70,FALSE
