aggregated_time,vm_value,is_anomaly
10/08/2020 00:33:10,1592.27,FALSE
10/08/2020 00:33:09,1490.53,FALSE
10/08/2020 00:33:08,1036.59,FALSE
10/08/2020 00:33:07,1043.82,FALSE
10/08/2020 00:33:06,1171.28,FALSE
10/08/2020 00:33:05,1038.21,FALSE
10/08/2020 00:33:05,1550.22,FALSE
10/08/2020 00:33:04,1031.43,FALSE
10/08/2020 00:33:03,1645.05,FALSE
10/08/2020 00:33:02,1569.16,FALSE
10/08/2020 00:33:01,1287.27,FALSE
10/08/2020 00:33:00,1533.67,FALSE
10/08/2020 00:32:59,1193.64,FALSE
10/08/2020 00:32:58,900.77,FALSE
10/08/2020 00:32:57,1141.61,FALSE
10/08/2020 00:32:56,2442.45,TRUE
10/08/2020 00:32:55,1518.04,FALSE
10/08/2020 00:32:54,1409.95,FALSE
10/08/2020 00:32:53,1381.85,FALSE
10/08/2020 00:32:52,1167.20,FALSE
10/08/2020 00:32:51,940.97,FALSE
10/08/2020 00:32:50,1327.82,FALSE
10/08/2020 00:32:49,92.77,TRUE
10/08/2020 00:32:48,1411.57,FALSE
10/08/2020 00:32:47,1332.02,FALSE
10/08/2020 00:32:46,1330.48,FALSE
10/08/2020 00:32:45,1318.15,FALSE
10/08/2020 00:32:44,1177.60,FALSE
10/08/2020 00:32:43,1011.33,FALSE
10/08/2020 00:32:42,1684.45,FALSE
10/08/2020 00:32:41,1718.75,FALSE
10/08/2020 00:32:40,1309.19,FALSE
10/08/2020 00:32:39,1135.79,FALSE
10/08/2020 00:32:38,1131.14,FALSE
10/08/2020 00:32:37,911.94,FALSE
10/08/2020 00:32:36,1551.31,FALSE
10/08/2020 00:32:35,1060.99,FALSE
10/08/2020 00:32:34,1714.94,FALSE
10/08/2020 00:32:33,1444.75,FALSE
10/08/2020 00:32:32,1586.71,FALSE
10/08/2020 00:32:31,1409.52,FALSE
10/08/2020 00:32:30,977.26,FALSE
10/08/2020 00:32:29,1523.13,FALSE
