aggregated_time,vm_value,is_anomaly
10/08/2020 00:33:10,1629.66,FALSE
10/08/2020 00:33:09,1606.04,FALSE
10/08/2020 00:33:08,1169.62,FALSE
10/08/2020 00:33:07,1227.51,FALSE
10/08/2020 00:33:06,1178.38,FALSE
10/08/2020 00:33:05,1383.02,FALSE
10/08/2020 00:33:05,1056.25,FALSE
10/08/2020 00:33:04,1475.27,FALSE
10/08/2020 00:33:03,1695.11,FALSE
10/08/2020 00:33:02,928.17,FALSE
10/08/2020 00:33:01,1168.07,FALSE
10/08/2020 00:33:00,1596.57,FALSE
10/08/2020 00:32:59,1352.30,FALSE
10/08/2020 00:32:58,918.06,FALSE
10/08/2020 00:32:57,1242.91,FALSE
10/08/2020 00:32:56,2312.89,TRUE
10/08/2020 00:32:55,1241.98,FALSE
10/08/2020 00:32:54,1276.25,FALSE
10/08/2020 00:32:53,935.96,FALSE
10/08/2020 00:32:52,1691.21,FALSE
10/08/2020 00:32:51,1702.75,FALSE
10/08/2020 00:32:50,1639.34,FALSE
10/08/2020 00:32:49,621.95,TRUE
10/08/2020 00:32:48,1457.48,FALSE
10/08/2020 00:32:47,968.44,FALSE
10/08/2020 00:32:46,1139.35,FALSE
10/08/2020 00:32:45,1583.33,FALSE
10/08/2020 00:32:44,1375.84,FALSE
10/08/2020 00:32:43,1403.53,FALSE
10/08/2020 00:32:42,1055.81,FALSE
10/08/2020 00:32:41,1297.50,FALSE
10/08/2020 00:32:40,1597.88,FALSE
10/08/2020 00:32:39,980.42,FALSE
10/08/2020 00:32:38,1549.88,FALSE
10/08/2020 00:32:37,1126.68,FALSE
10/08/2020 00:32:36,1108.36,FALSE
10/08/2020 00:32:35,1152.68,FALSE
10/08/2020 00:32:34,1536.84,FALSE
10/08/2020 00:32:33,1413.38,FALSE
10/08/2020 00:32:32,1206.47,FALSE
10/08/2020 00:32:31,1486.77,FALSE
10/08/2020 00:32:30,1607.86,FALSE
10/08/2020 00:32:29,911.68,FALSE
10/08/2020 00:32:28,914.04,FALSE
10/08/2020 00:32:27,1670.71,FALSE
10/08/2020 00:32:26,1517.60,FALSE
10/08/2020 00:32:25,957.86,FALSE
10/08/2020 00:32:24,1162.19,FALSE
10/08/2020 00:32:23,1112.00,FALSE
10/08/2020 00:32:22,1697.09,FALSE
10/08/2020 00:32:21,1670.41,FALSE
10/08/2020 00:32:20,1418.29,FALSE
10/08/2020 00:32:19,1597.82,FALSE
10/08/2020 00:32:18,1467.97,FALSE
10/08/2020 00:32:17,1729.34,FALSE
10/08/2020 00:32:16,1325.72,FALSE
10/08/2020 00:32:15,1346.75,FALSE
10/08/2020 00:32:14,1003.00,FALSE
10/08/2020 00:32:13,1727.70,FALSE
10/08/2020 00:32:12,1406.40,FALSE
10/08/2020 00:32:11,991.07,FALSE
10/08/2020 00:32:10,950.16,FALSE
10/08/2020 00:32:09,1727.30,FALSE
10/08/2020 00:32:08,939.95,FALSE
10/08/2020 00:32:07,1256.15,FALSE
10/08/2020 00:32:06,1537.30,FALSE
10/08/2020 00:32:05,1510.35,FALSE
10/08/2020 00:32:04,1380.77,FALSE
10/08/2020 00:32:03,1353.70,FALSE
10/08/2020 00:32:02,1355.90,FALSE
10/08/2020 00:32:01,1044.87,FALSE
10/08/2020 00:32:00,1278.36,FALSE
10/08/2020 00:31:59,1669.48,FALSE
10/08/2020 00:31:58,928.86,FALSE
10/08/2020 00:31:57,1322.41,FALSE
10/08/2020 00:31:56,1272.05,FALSE
10/08/2020 00:31:55,1457.66,FALSE
10/08/2020 00:31:54,1216.38,FALSE
10/08/2020 00:31:53,1498.65,FALSE
10/08/2020 00:31:52,1505.96,FALSE
10/08/2020 00:31:51,1069.23,FALSE
