aggregated_time,poids_value,is_anomaly
10/08/2020 01:21:50,1745.76,FALSE
10/08/2020 01:21:48,459.03,FALSE
10/08/2020 01:21:46,1789.96,FALSE
10/08/2020 01:21:44,2798.25,FALSE
10/08/2020 01:21:42,1309.42,FALSE
10/08/2020 01:21:40,2462.60,FALSE
10/08/2020 01:21:38,2366.92,FALSE
10/08/2020 01:21:36,466.02,FALSE
10/08/2020 01:21:34,1462.22,FALSE
10/08/2020 01:21:32,1219.37,FALSE
10/08/2020 01:21:30,641.84,FALSE
10/08/2020 01:21:28,272.99,FALSE
10/08/2020 01:21:26,1801.36,FALSE
10/08/2020 01:21:24,2953.26,FALSE
10/08/2020 01:21:22,1376.41,FALSE
10/08/2020 01:21:20,4561.70,TRUE
10/08/2020 01:21:18,1902.72,FALSE
10/08/2020 01:21:16,2932.09,FALSE
10/08/2020 01:21:14,2884.21,FALSE
10/08/2020 01:21:12,1461.68,FALSE
10/08/2020 01:21:10,450.17,FALSE
10/08/2020 01:21:08,700.14,FALSE
10/08/2020 01:21:06,-493.06,TRUE
10/08/2020 01:21:04,1024.32,FALSE
10/08/2020 01:21:02,1222.23,FALSE
10/08/2020 01:21:00,2658.56,FALSE
10/08/2020 01:20:58,2724.63,FALSE
10/08/2020 01:20:56,858.46,FALSE
10/08/2020 01:20:54,1944.20,FALSE
10/08/2020 01:20:52,414.47,FALSE
10/08/2020 01:20:50,2735.17,FALSE
10/08/2020 01:20:48,577.13,FALSE
10/08/2020 01:20:46,2436.23,FALSE
10/08/2020 01:20:44,1255.35,FALSE
10/08/2020 01:20:42,1815.60,FALSE
10/08/2020 01:20:40,709.12,FALSE
10/08/2020 01:20:38,1296.64,FALSE
10/08/2020 01:20:36,1331.89,FALSE
10/08/2020 01:20:34,1237.67,FALSE
10/08/2020 01:20:32,2786.55,FALSE
10/08/2020 01:20:30,1570.59,FALSE
10/08/2020 01:20:28,1340.44,FALSE
10/08/2020 01:20:26,303.04,FALSE
10/08/2020 01:20:24,2462.89,FALSE
10/08/2020 01:20:22,2801.52,FALSE
10/08/2020 01:20:20,2813.95,FALSE
10/08/2020 01:20:18,2624.11,FALSE
10/08/2020 01:20:16,800.33,FALSE
10/08/2020 01:20:14,1670.34,FALSE
10/08/2020 01:20:12,865.04,FALSE
10/08/2020 01:20:10,2046.05,FALSE
10/08/2020 01:20:08,1966.10,FALSE
10/08/2020 01:20:06,2227.48,FALSE
10/08/2020 01:20:04,2887.78,FALSE
10/08/2020 01:20:02,2008.76,FALSE
10/08/2020 01:20:00,2403.13,FALSE
10/08/2020 01:19:58,1897.86,FALSE
10/08/2020 01:19:56,1919.31,FALSE
10/08/2020 01:19:54,2372.97,FALSE
10/08/2020 01:19:52,1460.63,FALSE
10/08/2020 01:19:50,1388.60,FALSE
10/08/2020 01:19:48,2767.28,FALSE
10/08/2020 01:19:46,725.69,FALSE
10/08/2020 01:19:44,2838.66,FALSE
10/08/2020 01:19:42,1642.70,FALSE
10/08/2020 01:19:40,938.10,FALSE
10/08/2020 01:19:38,900.94,FALSE
10/08/2020 01:19:36,1185.09,FALSE
10/08/2020 01:19:34,2846.70,FALSE
10/08/2020 01:19:32,1838.86,FALSE
