aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,1.18,FALSE
10/08/2020 00:33:09,2.52,FALSE
10/08/2020 00:33:08,3.55,FALSE
10/08/2020 00:33:07,1.29,FALSE
10/08/2020 00:33:06,1.26,FALSE
10/08/2020 00:33:05,5.26,FALSE
10/08/2020 00:33:05,2.86,FALSE
10/08/2020 00:33:04,2.22,FALSE
10/08/2020 00:33:03,4.85,FALSE
10/08/2020 00:33:02,1.10,FALSE
10/08/2020 00:33:01,3.77,FALSE
10/08/2020 00:33:00,5.09,FALSE
10/08/2020 00:32:59,2.31,FALSE
10/08/2020 00:32:58,1.32,FALSE
10/08/2020 00:32:57,3.34,FALSE
10/08/2020 00:32:56,7.25,TRUE
10/08/2020 00:32:55,1.56,FALSE
10/08/2020 00:32:54,3.76,FALSE
10/08/2020 00:32:53,3.85,FALSE
10/08/2020 00:32:52,2.84,FALSE
10/08/2020 00:32:51,4.08,FALSE
10/08/2020 00:32:50,5.82,FALSE
10/08/2020 00:32:49,0.17,TRUE
10/08/2020 00:32:48,3.60,FALSE
10/08/2020 00:32:47,4.88,FALSE
10/08/2020 00:32:46,1.12,FALSE
10/08/2020 00:32:45,2.45,FALSE
10/08/2020 00:32:44,4.74,FALSE
10/08/2020 00:32:43,5.84,FALSE
10/08/2020 00:32:42,1.42,FALSE
10/08/2020 00:32:41,2.78,FALSE
10/08/2020 00:32:40,1.14,FALSE
10/08/2020 00:32:39,5.78,FALSE
10/08/2020 00:32:38,2.71,FALSE
10/08/2020 00:32:37,3.69,FALSE
10/08/2020 00:32:36,2.14,FALSE
10/08/2020 00:32:35,5.61,FALSE
10/08/2020 00:32:34,4.90,FALSE
10/08/2020 00:32:33,2.20,FALSE
10/08/2020 00:32:32,3.66,FALSE
10/08/2020 00:32:31,4.72,FALSE
10/08/2020 00:32:30,4.84,FALSE
10/08/2020 00:32:29,3.97,FALSE
10/08/2020 00:32:28,4.81,FALSE
10/08/2020 00:32:27,3.41,FALSE
10/08/2020 00:32:26,1.92,FALSE
10/08/2020 00:32:25,1.44,FALSE
10/08/2020 00:32:24,5.43,FALSE
10/08/2020 00:32:23,3.16,FALSE
10/08/2020 00:32:22,1.88,FALSE
10/08/2020 00:32:21,5.71,FALSE
10/08/2020 00:32:20,5.14,FALSE
10/08/2020 00:32:19,1.54,FALSE
10/08/2020 00:32:18,3.15,FALSE
10/08/2020 00:32:17,5.06,FALSE
10/08/2020 00:32:16,2.97,FALSE
10/08/2020 00:32:15,2.73,FALSE
10/08/2020 00:32:14,1.09,FALSE
10/08/2020 00:32:13,2.17,FALSE
10/08/2020 00:32:12,3.62,FALSE
10/08/2020 00:32:11,4.45,FALSE
10/08/2020 00:32:10,3.81,FALSE
10/08/2020 00:32:09,1.82,FALSE
10/08/2020 00:32:08,3.11,FALSE
10/08/2020 00:32:07,4.13,FALSE
10/08/2020 00:32:06,4.12,FALSE
10/08/2020 00:32:05,1.04,FALSE
10/08/2020 00:32:04,1.26,FALSE
10/08/2020 00:32:03,1.12,FALSE
10/08/2020 00:32:02,3.14,FALSE
10/08/2020 00:32:01,3.49,FALSE
10/08/2020 00:32:00,4.30,FALSE
