aggregated_time,temp_value,is_anomaly
10/08/2020 00:33:10,169.96,FALSE
10/08/2020 00:33:09,192.12,FALSE
10/08/2020 00:33:08,220.92,FALSE
10/08/2020 00:33:07,225.27,FALSE
10/08/2020 00:33:06,163.22,FALSE
10/08/2020 00:33:05,213.85,FALSE
10/08/2020 00:33:05,208.74,FALSE
10/08/2020 00:33:04,171.54,FALSE
10/08/2020 00:33:03,187.32,FALSE
10/08/2020 00:33:02,202.59,FALSE
10/08/2020 00:33:01,169.58,FALSE
10/08/2020 00:33:00,236.97,FALSE
10/08/2020 00:32:59,239.35,FALSE
10/08/2020 00:32:58,170.43,FALSE
10/08/2020 00:32:57,165.80,FALSE
10/08/2020 00:32:56,256.87,TRUE
10/08/2020 00:32:55,172.87,FALSE
10/08/2020 00:32:54,183.95,FALSE
10/08/2020 00:32:53,211.07,FALSE
10/08/2020 00:32:52,161.31,FALSE
10/08/2020 00:32:51,182.19,FALSE
10/08/2020 00:32:50,182.64,FALSE
10/08/2020 00:32:49,114.94,TRUE
10/08/2020 00:32:48,179.12,FALSE
10/08/2020 00:32:47,182.04,FALSE
10/08/2020 00:32:46,163.91,FALSE
10/08/2020 00:32:45,236.12,FALSE
10/08/2020 00:32:44,231.85,FALSE
10/08/2020 00:32:43,165.48,FALSE
10/08/2020 00:32:42,193.65,FALSE
10/08/2020 00:32:41,239.78,FALSE
10/08/2020 00:32:40,161.56,FALSE
10/08/2020 00:32:39,214.23,FALSE
10/08/2020 00:32:38,237.22,FALSE
10/08/2020 00:32:37,166.97,FALSE
10/08/2020 00:32:36,229.83,FALSE
10/08/2020 00:32:35,222.67,FALSE
10/08/2020 00:32:34,215.82,FALSE
10/08/2020 00:32:33,207.29,FALSE
10/08/2020 00:32:32,209.85,FALSE
10/08/2020 00:32:31,193.81,FALSE
10/08/2020 00:32:30,173.92,FALSE
10/08/2020 00:32:29,213.91,FALSE
10/08/2020 00:32:28,203.71,FALSE
10/08/2020 00:32:27,231.79,FALSE
10/08/2020 00:32:26,161.95,FALSE
10/08/2020 00:32:25,195.19,FALSE
10/08/2020 00:32:24,208.60,FALSE
10/08/2020 00:32:23,216.64,FALSE
10/08/2020 00:32:22,184.50,FALSE
10/08/2020 00:32:21,235.35,FALSE
10/08/2020 00:32:20,187.18,FALSE
10/08/2020 00:32:19,233.25,FALSE
10/08/2020 00:32:18,199.21,FALSE
10/08/2020 00:32:17,161.86,FALSE
10/08/2020 00:32:16,196.27,FALSE
10/08/2020 00:32:15,211.80,FALSE
10/08/2020 00:32:14,239.58,FALSE
10/08/2020 00:32:13,225.93,FALSE
10/08/2020 00:32:12,199.24,FALSE
10/08/2020 00:32:11,221.00,FALSE
10/08/2020 00:32:10,226.06,FALSE
10/08/2020 00:32:09,162.16,FALSE
10/08/2020 00:32:08,163.28,FALSE
10/08/2020 00:32:07,218.91,FALSE
10/08/2020 00:32:06,191.41,FALSE
10/08/2020 00:32:05,202.40,FALSE
10/08/2020 00:32:04,206.72,FALSE
10/08/2020 00:32:03,202.79,FALSE
10/08/2020 00:32:02,232.18,FALSE
10/08/2020 00:32:01,204.39,FALSE
10/08/2020 00:32:00,169.40,FALSE
10/08/2020 00:31:59,227.91,FALSE
10/08/2020 00:31:58,234.90,FALSE
10/08/2020 00:31:57,239.80,FALSE
10/08/2020 00:31:56,211.58,FALSE
10/08/2020 00:31:55,236.37,FALSE
