aggregated_time,vt_value,is_anomaly
10/08/2020 00:33:10,2.00,FALSE
10/08/2020 00:33:09,4.80,FALSE
10/08/2020 00:33:08,3.78,FALSE
10/08/2020 00:33:07,4.52,FALSE
10/08/2020 00:33:06,1.11,FALSE
10/08/2020 00:33:05,5.40,FALSE
10/08/2020 00:33:05,5.72,FALSE
10/08/2020 00:33:04,4.66,FALSE
10/08/2020 00:33:03,2.35,FALSE
10/08/2020 00:33:02,5.97,FALSE
10/08/2020 00:33:01,3.99,FALSE
10/08/2020 00:33:00,1.01,FALSE
10/08/2020 00:32:59,1.76,FALSE
10/08/2020 00:32:58,2.80,FALSE
10/08/2020 00:32:57,2.49,FALSE
10/08/2020 00:32:56,7.26,TRUE
10/08/2020 00:32:55,4.71,FALSE
10/08/2020 00:32:54,2.07,FALSE
10/08/2020 00:32:53,5.59,FALSE
10/08/2020 00:32:52,4.81,FALSE
10/08/2020 00:32:51,3.79,FALSE
10/08/2020 00:32:50,4.86,FALSE
10/08/2020 00:32:49,-3.20,TRUE
10/08/2020 00:32:48,2.48,FALSE
10/08/2020 00:32:47,5.82,FALSE
10/08/2020 00:32:46,2.54,FALSE
10/08/2020 00:32:45,3.35,FALSE
10/08/2020 00:32:44,2.39,FALSE
10/08/2020 00:32:43,3.77,FALSE
10/08/2020 00:32:42,2.33,FALSE
10/08/2020 00:32:41,4.55,FALSE
10/08/2020 00:32:40,3.77,FALSE
10/08/2020 00:32:39,5.80,FALSE
10/08/2020 00:32:38,5.92,FALSE
10/08/2020 00:32:37,3.97,FALSE
10/08/2020 00:32:36,1.55,FALSE
10/08/2020 00:32:35,3.21,FALSE
10/08/2020 00:32:34,2.51,FALSE
10/08/2020 00:32:33,2.71,FALSE
10/08/2020 00:32:32,4.71,FALSE
10/08/2020 00:32:31,2.99,FALSE
10/08/2020 00:32:30,2.22,FALSE
10/08/2020 00:32:29,5.06,FALSE
10/08/2020 00:32:28,4.04,FALSE
10/08/2020 00:32:27,4.27,FALSE
10/08/2020 00:32:26,1.57,FALSE
10/08/2020 00:32:25,3.50,FALSE
10/08/2020 00:32:24,1.27,FALSE
10/08/2020 00:32:23,3.79,FALSE
10/08/2020 00:32:22,2.75,FALSE
10/08/2020 00:32:21,3.60,FALSE
10/08/2020 00:32:20,2.78,FALSE
10/08/2020 00:32:19,4.40,FALSE
10/08/2020 00:32:18,1.07,FALSE
10/08/2020 00:32:17,4.30,FALSE
10/08/2020 00:32:16,5.25,FALSE
10/08/2020 00:32:15,2.30,FALSE
10/08/2020 00:32:14,5.97,FALSE
10/08/2020 00:32:13,5.04,FALSE
10/08/2020 00:32:12,4.66,FALSE
10/08/2020 00:32:11,4.12,FALSE
10/08/2020 00:32:10,1.94,FALSE
10/08/2020 00:32:09,1.70,FALSE
10/08/2020 00:32:08,2.38,FALSE
10/08/2020 00:32:07,5.77,FALSE
10/08/2020 00:32:06,1.88,FALSE
10/08/2020 00:32:05,4.95,FALSE
10/08/2020 00:32:04,5.90,FALSE
10/08/2020 00:32:03,2.70,FALSE
10/08/2020 00:32:02,4.49,FALSE
10/08/2020 00:32:01,2.77,FALSE
10/08/2020 00:32:00,2.19,FALSE
10/08/2020 00:31:59,3.91,FALSE
10/08/2020 00:31:58,1.81,FALSE
10/08/2020 00:31:57,2.29,FALSE
10/08/2020 00:31:56,1.10,FALSE
10/08/2020 00:31:55,3.11,FALSE
10/08/2020 00:31:54,4.09,FALSE
10/08/2020 00:31:53,2.71,FALSE
10/08/2020 00:31:52,4.41,FALSE
10/08/2020 00:31:51,3.77,FALSE
10/08/2020 00:31:50,4.92,FALSE
10/08/2020 00:31:49,5.50,FALSE
10/08/2020 00:31:48,4.28,FALSE
10/08/2020 00:31:47,4.77,FALSE
10/08/2020 00:31:46,5.54,FALSE
10/08/2020 00:31:45,2.29,FALSE
10/08/2020 00:31:44,5.04,FALSE
10/08/2020 00:31:43,5.62,FALSE
