aggregated_time,vm_value,is_anomaly
10/08/2020 00:33:10,1125.33,FALSE
10/08/2020 00:33:09,1635.59,FALSE
10/08/2020 00:33:08,1008.27,FALSE
10/08/2020 00:33:07,996.82,FALSE
10/08/2020 00:33:06,1205.84,FALSE
10/08/2020 00:33:05,1354.13,FALSE
10/08/2020 00:33:05,1328.39,FALSE
10/08/2020 00:33:04,1387.08,FALSE
10/08/2020 00:33:03,1223.77,FALSE
10/08/2020 00:33:02,1062.84,FALSE
10/08/2020 00:33:01,1379.34,FALSE
10/08/2020 00:33:00,1147.15,FALSE
10/08/2020 00:32:59,912.70,FALSE
10/08/2020 00:32:58,1225.91,FALSE
10/08/2020 00:32:57,1432.73,FALSE
10/08/2020 00:32:56,1912.76,TRUE
10/08/2020 00:32:55,1697.53,FALSE
10/08/2020 00:32:54,1358.91,FALSE
10/08/2020 00:32:53,1286.51,FALSE
10/08/2020 00:32:52,1607.35,FALSE
10/08/2020 00:32:51,1658.63,FALSE
10/08/2020 00:32:50,1311.10,FALSE
10/08/2020 00:32:49,158.79,TRUE
10/08/2020 00:32:48,1213.13,FALSE
10/08/2020 00:32:47,917.47,FALSE
10/08/2020 00:32:46,957.20,FALSE
10/08/2020 00:32:45,1730.22,FALSE
10/08/2020 00:32:44,1715.94,FALSE
10/08/2020 00:32:43,1154.10,FALSE
10/08/2020 00:32:42,1252.35,FALSE
10/08/2020 00:32:41,1670.74,FALSE
10/08/2020 00:32:40,1312.39,FALSE
10/08/2020 00:32:39,1015.02,FALSE
10/08/2020 00:32:38,1678.29,FALSE
10/08/2020 00:32:37,1579.02,FALSE
10/08/2020 00:32:36,995.31,FALSE
10/08/2020 00:32:35,1396.40,FALSE
10/08/2020 00:32:34,1575.15,FALSE
10/08/2020 00:32:33,1659.68,FALSE
10/08/2020 00:32:32,1181.38,FALSE
10/08/2020 00:32:31,1561.67,FALSE
10/08/2020 00:32:30,1251.08,FALSE
10/08/2020 00:32:29,1590.99,FALSE
10/08/2020 00:32:28,1643.23,FALSE
10/08/2020 00:32:27,977.86,FALSE
10/08/2020 00:32:26,1505.62,FALSE
10/08/2020 00:32:25,1047.26,FALSE
10/08/2020 00:32:24,1216.14,FALSE
10/08/2020 00:32:23,1538.58,FALSE
10/08/2020 00:32:22,1414.78,FALSE
10/08/2020 00:32:21,1396.59,FALSE
10/08/2020 00:32:20,1484.71,FALSE
10/08/2020 00:32:19,1176.89,FALSE
10/08/2020 00:32:18,1181.17,FALSE
10/08/2020 00:32:17,933.16,FALSE
10/08/2020 00:32:16,1184.49,FALSE
10/08/2020 00:32:15,1421.88,FALSE
10/08/2020 00:32:14,1106.20,FALSE
10/08/2020 00:32:13,1510.06,FALSE
10/08/2020 00:32:12,1689.58,FALSE
10/08/2020 00:32:11,1391.84,FALSE
10/08/2020 00:32:10,1589.30,FALSE
10/08/2020 00:32:09,1290.32,FALSE
10/08/2020 00:32:08,1731.18,FALSE
10/08/2020 00:32:07,1748.90,FALSE
10/08/2020 00:32:06,931.36,FALSE
10/08/2020 00:32:05,1179.54,FALSE
10/08/2020 00:32:04,1006.38,FALSE
10/08/2020 00:32:03,965.43,FALSE
10/08/2020 00:32:02,1487.15,FALSE
10/08/2020 00:32:01,944.08,FALSE
10/08/2020 00:32:00,1649.85,FALSE
10/08/2020 00:31:59,1515.26,FALSE
10/08/2020 00:31:58,1110.82,FALSE
10/08/2020 00:31:57,1582.62,FALSE
10/08/2020 00:31:56,1298.11,FALSE
10/08/2020 00:31:55,1529.87,FALSE
10/08/2020 00:31:54,1499.83,FALSE
10/08/2020 00:31:53,1686.45,FALSE
10/08/2020 00:31:52,1119.94,FALSE
10/08/2020 00:31:51,1109.97,FALSE
10/08/2020 00:31:50,1717.67,FALSE
10/08/2020 00:31:49,1252.08,FALSE
10/08/2020 00:31:48,1468.32,FALSE
10/08/2020 00:31:47,1361.62,FALSE
10/08/2020 00:31:46,1160.67,FALSE
10/08/2020 00:31:45,1188.24,FALSE
10/08/2020 00:31:44,1554.12,FALSE
10/08/2020 00:31:43,1445.73,FALSE
10/08/2020 00:31:42,1236.70,FALSE
10/08/2020 00:31:41,1525.15,FALSE
10/08/2020 00:31:40,1178.01,FALSE
10/08/2020 00:31:39,1268.09,FALSE
10/08/2020 00:31:38,1075.68,FALSE
10/08/2020 00:31:37,1563.53,FALSE
10/08/2020 00:31:36,1723.59,FALSE
10/08/2020 00:31:35,1707.33,FALSE
10/08/2020 00:31:34,1524.98,FALSE
10/08/2020 00:31:33,1059.30,FALSE
10/08/2020 00:31:32,1365.01,FALSE
10/08/2020 00:31:31,949.76,FALSE
10/08/2020 00:31:30,989.74,FALSE
10/08/2020 00:31:29,834.79,TRUE
10/08/2020 00:31:28,1049.36,FALSE
10/08/2020 00:31:27,1069.72,FALSE
10/08/2020 00:31:26,1128.66,FALSE
10/08/2020 00:31:25,1169.36,FALSE
10/08/2020 00:31:24,1559.12,FALSE
10/08/2020 00:31:23,1051.80,FALSE
10/08/2020 00:31:22,1258.48,FALSE
10/08/2020 00:31:21,1629.32,FALSE
10/08/2020 00:31:20,1657.14,FALSE
10/08/2020 00:31:19,1909.90,TRUE
10/08/2020 00:31:18,1263.35,FALSE
10/08/2020 00:31:17,1075.70,FALSE
10/08/2020 00:31:16,928.20,FALSE
10/08/2020 00:31:15,1250.50,FALSE
10/08/2020 00:31:14,1103.91,FALSE
10/08/2020 00:31:13,1286.30,FALSE
10/08/2020 00:31:12,1739.38,FALSE
10/08/2020 00:31:11,1630.33,FALSE
10/08/2020 00:31:10,1397.62,FALSE
10/08/2020 00:31:09,983.50,FALSE
10/08/2020 00:31:08,1314.14,FALSE
10/08/2020 00:31:07,1139.80,FALSE
10/08/2020 00:31:06,1018.47,FALSE
10/08/2020 00:31:05,953.28,FALSE
10/08/2020 00:31:04,1197.51,FALSE
